	1320
cartridges	1
carts	2
carved	8
carving	4
carvings	6
carvings_	1
casa	3
casablanca	2
casas	1
cascades	1
case	21
cases	12
cash	4
casimiro	1
cask	1
casks	3
cast	5
caste	1
castille	1
castillo	2
casting	1
castles	1
castro	9
casual	1
catalina	2
catalogues	1
catch	3
category	3
catemu	1
cathay	1
cathedral	1
catholic	2
catholicism	2
catholics	1
cattle	23
cattlemen	2
caught	8
cauldron	1
cauldrons	1
caupolican	2
caupolicán	1
cauquenes	4
cause	12
caused	4
causes	6
causing	1
cautín	8
cavaliers	1
cavalry	2
cave	1
cavendish	14
cavendish_	1
caves	2
cavity	1
cañete	2
ccapac	3
cease	1
ceased	8
ceaseless	1
ceases	2
ceded	3
cedula	1
celebrated	5
celery	4
cellar	1
cement	4
cemented	4
cemeteries	4
census	3
cent	65
centavo	1
centavos	3
centigrade	1
central	85
centre	15
centres	6
cents	3
centuries	11
century	58
ceramic	2
cereal	2
cereals	4
ceremonially	1
ceremonies	6
ceremony	4
cerro	4
certain	50
certainly	11
certainty	3
certificate	2
certificates	1
cessation	5
cession	2
cf	1
ch	1
chacabuco	4
chacolí	1
chaff	1
chagual	2
chain	6
chains	2
chair	1
chairs	1
challenge	1
challocollo	1
chamber	2
champagnes	1
championed	1
chancay	1
chance	4
chanced	1
chancellery	1
chances	1
chanco	1
change	11
changed	13
changes	10
changing	4
changos	3
channel	14
channels	12
chanted	1
chapel	1
chaplain	1
chapter	38
chapters	1
character	17
characteristic	4
characteristically	1
characteristics	8
characters	2
charca	1
charcas	5
charcoal	3
charge	14
charged	4
charges	13
charitable	1
charities	1
charles	10
charm	2
charming	4
charqui	1
chart	1
charted	1
chartered	1
charting	1
charts	1
chased	4
chasm	1
chastity	1
chauffeur	1
chañar	2
chañaral	6
chañarcillo	2
cheap	8
check	9
checked	6
checks	1
cheek	1
cheeked	1
cheeks	3
cheered	1
cheerful	3
cheerfully	2
cheerfulness	1
cheers	1
cheery	2
cheese	4
chemical	11
chemicals	3
chemist	1
chemists	2
cherish	1
cherished	2
cherries	1
cherry	2
chestnut	1
chestnuts	2
chests	1
chibcha	1
chicago	1
chicha	7
chicken	3
chief	42
chiefly	59
chiefs	9
chieftain	2
child	6
children	15
chile	612
chile_	4
chilean	416
chileanisation	1
chileans	27
chilena	3
chileno	3
chilenos	2
chilensis	1
chilensis_	2
chiliensis_	1
chill	1
chillan	8
chilly	2
chillán	3
chiloensis_	1
chilote	1
chilotes	1
chiloé	36
chiléo	1
chimneys	3
china	2
chincha	1
chinchilla	1
chinese	2
chipped	3
chiu	4
chivalry	1
chloride	1
chlorine	1
choice	2
choked	1
choking	1
chonos	6
choose	2
chopped	1
chose	1
chosen	2
christian	2
christianisation	1
christianise	1
christianised	1
christianity	2
christians	3
chronicling	1
chronology	1
chrysanthemums	1
chueca	1
chule	1
chuncara	1
chupas	1
chuqui	1
chuquicamata	17
chuquicamata_	1
church	12
churches	1
chutes	1
cia	17
cider	1
cieza	2
cinnamon	5
circle	1
circles	2
circular	1
circulation	2
circumdedisti	1
circumference	1
circumnavigation	1
circumnavigator	2
circumstance	2
circumstances	7
circumventing	1
cisneros	1
citie	2
cities	18
citizen	4
citizens	9
citizenship	1
citrus	1
city	65
ciudad	1
civil	7
civilian	1
civilisation	5
civilised	1
civilization	3
clad	1
claim	10
claimant	1
claimants	1
claimed	2
claiming	1
claims	7
clan	5
clarity	1
clark	4
claro	1
class	23
classes	9
classics	1
clay	6
clean	2
clear	10
cleared	1
clearer	1
clearing	2
clearings	1
clearly	2
clears	1
clemente	1
clergy	3
cleric	4
clerical	1
clerics	3
clever	2
cliff	3
cliffs	2
climate	27
climatic	1
climbed	1
climbing	8
cling	2
clinging	2
clip	2
clipperton	5
clique	1
close	13
closed	7
closely	9
closer	3
closing	2
closure	2
cloth	10
clothe	1
clothed	6
clothes	7
clothing	2
cloths	2
cloud	3
clouded	1
clover	2
cloveredged	1
cloves	1
club	3
clubhouse	1
clubs	1
cluster	1
clustered	1
clusters	1
co	6
coadjutors	1
coal	43
coalmines	1
coarctata	1
coarctata_	1
coarse	3
coast	130
coastal	20
coasting	1
coastline	1
coasts	10
coastwise	2
coat	3
coated	1
coats	1
cobalt	2
cobble	1
cobija	2
coccineum_	1
cochayuyo	1
cochrane	33
cochrane_	2
cock	1
cocks	1
cocoa	2
code	1
codes	1
coelemu	1
coffee	4
coffers	2
coherence	1
coihue	2
coils	2
coin	2
coinage	3
coincidence	1
coins	6
colchagua	3
cold	14
colder	1
coldly	2
colihuales	1
colihue	2
colina	1
collahuasi	1
collao	1
collapse	1
collected	6
collecting	1
collection	7
collections	1
collectively	1
collector	1
collects	1
college	2
collilelfu	1
collipulli	3
colloquial	1
colombia	7
colonel	5
colonial	27
colonies	45
colonisation	3
colonise	3
colonised	2
colonists	16
colonization	1
colony	18
colorado	2
coloso	4
columnar	1
columns	1
colón	2
combarbalá	2
combination	2
combine	2
combined	2
come	8
comedy	1
comendador	1
comes	15
comfortable	2
comforts	2
coming	15
comisario	1
command	8
commanded	7
commander	5
commanders	1
commanding	4
commemorate	2
commemorated	1
commence	1
commenced	5
commencement	3
commencing	2
comment	1
commerce	33
commercial	34
commercially	2
commission	13
commissioner	2
commit	1
committed	1
committee	2
committees	1
commodities	4
commodity	3
commodore	2
common	21
commoner	1
commonly	7
communication	8
communities	3
community	2
commutation	1
companies	37
companies_	1
companion	4
companions	2
company	88
comparable	3
comparatively	18
compare	2
compared	8
compares	1
comparison	4
comparisons	1
compass	3
compatible	1
compañia	7
compelled	2
compensate	2
compensates	1
compensation	3
compete	1
competent	1
competition	5
competitive	1
competitor	2
competitors	1
compilation	1
complain	1
complained	3
complaint	4
complaints	2
complement	1
complete	9
completed	19
completely	5
completing	1
completion	7
complex	1
complexion	1
compliance	6
complicated	3
complications	1
complicity	1
complied	1
compliments	1
comply	6
complying	3
components	1
composed	4
composition	3
comprehension	1
comprehensive	5
compressed	1
comprise	1
comprised	1
comprises	1
comprising	2
compromise	1
compromising	1
compulsorily	1
computed	1
computer	2
computers	2
comrades	2
conan	1
concave	1
concealed	1
conceded	4
concentrate	1
concentration	2
concepción	47
concept	3
conception	1
concepts	1
concern	5
concerned	10
concerning	9
concerns	1
concession	9
concessionaires	2
concessions	4
conchi	1
conciliate	1
conciliatory	1
conclaves	1
concludes	1
conclusion	3
conclusions	1
concon	2
concordia	1
concrete	1
concretions	1
condamine	2
conde	4
condensation	1
condition	20
conditions	29
condor	1
condors	2
conducive	1
conduct	6
conducted	2
conductors	1
cone	2
confederation	3
conference	3
confess	1
confessor	1
confidence	1
confine	1
confined	5
confinement	1
confines	2
confirm	1
confirmation	1
confirmed	3
confiscated	3
confiscation	2
conflict	4
confluence	1
conformation	1
conformity	1
confounded	1
confronted	3
confused	1
confuses	1
confusion	2
congratulated	1
congregated	1
congress	11
congresses	1
conifer	4
conifers	3
connect	2
connected	13
connecting	13
connection	14
connections	1
connects	3
conquer	1
conquered	8
conquering	1
conqueror	1
conquest	11
conquests	2
conquista	2
conquistador	2
conquistadores	3
consciences	1
conscientious	1
consciousness	1
conscripted	1
conscripts	2
consent	4
consequence	9
consequent	1
consequential	1
consequently	1
conservative	3
conserved	2
conserving	1
consider	1
considerable	31
considerably	8
consideration	10
considerations	2
considered	16
considering	2
considers	3
consist	1
consisted	3
consistency	2
consistent	3
consistently	2
consisting	3
consists	4
consolation	1
consoled	1
consolidated	1
consoling	1
consonance	1
conspicuous	1
conspicuously	2
conspiracy	1
constant	21
constantly	9
consternation	1
constitución	6
constitutes	1
constitution	5
constraint	1
constructed	13
constructing	3
construction	39
constructions	1
constructors	2
consul	1
consular	1
consulate	1
consultation	1
consumer	1
consumers	1
consumes	1
consumption	3
contact	11
contain	2
contained	2
containing	13
contains	3
contemplate	2
contemplated	5
contemplates	1
contemplative	1
contemporary	1
contempt	2
contended	1
content	2
contentedly	2
contention	1
contents	2
contest	4
contiguous	1
continent	6
continental	1
continents	1
continual	3
continually	3
continuance	1
continuation	2
continue	5
continued	12
continues	2
continuing	2
continuity	1
continuous	5
continuously	1
contraband	1
contract	4
contracted	1
contracts	1
contrary	2
contrast	3
contrasted	2
contrasts	1
contratación	1
contreras	1
contribute	1
contributed	2
contributing	1
contribution	2
contributions	5
contributor	1
contributory	1
control	23
controlled	2
controlling	3
controls	2
controversial	1
contulmo	1
convenience	2
convenient	4
conveniently	1
convenio	2
convention	2
conventional	2
conventionalised	1
conventions	1
conversation	1
conversations	2
conversed	1
conversion	9
conversión	1
convert	2
converted	4
converting	1
converts	4
convicts	3
convinced	2
convocation	1
convoy	1
convoyed	1
conway	1
cooe	1
cook	6
cooked	4
cooking	5
cooks	1
cool	2
cooled	1
cooling	2
copayapu	1
copiapó	28
copied	2
copies	9
copihue	3
coping	1
copper	117
coppinger	1
copy	13
copying	4
copyright	21
coquimbo	44
coquimpu	1
corcovado	1
cord	1
cordes	1
cordial	2
cordiality	1
cordillera	2
cordilleras	2
cords	1
cork	1
corn	5
cornelius	1
cornishman	1
coronel	8
corporation	2
corral	17
correa	1
correct	5
correction	2
correctly	2
corregidor	1
corresponding	1
correspondingly	1
corroborated	1
corrupt	1
corsair	3
corsairs	9
corsairs_	1
corsican	2
cortes	3
coruña	1
corvette	3
cosme	1
cosmographer	1
cost	26
costa	2
costing	2
costly	1
costra	1
costs	12
costumes	1
cote	1
cottage	1
cotton	10
cottons	1
could	71
council	3
count	6
counted	7
counteract	3
counterbalance	1
counting	3
countries	53
countries_	1
country	168
countryfolk	2
countrymen	3
countryside	1
counts	5
county	1
coup	1
couple	14
coupled	1
couples	1
courage	7
courageous	3
courier	1
course	31
courses	3
court	3
courteous	2
courteously	1
courtesies	2
courtly	1
courts	1
cousin	2
cousins	1
cousiño	2
cover	4
covered	17
covering	6
coverings	3
coveted	4
coward	1
cowboy	2
cowboys	1
cows	1
coya	3
cradle	5
craft	3
crafts	2
craftsmen	1
crater	7
crawled	1
crazy	1
creamy	1
creased	1
create	7
created	24
creates	1
creating	5
creation	18
creations	1
creatures	1
credence	1
credit	12
credited	2
creditors	2
credits	2
creeks	1
creep	2
creeper	1
creepers	2
crenellations	1
creole	1
creoles	7
crept	1
crescent	1
crest	2
crests	1
crevices	1
crew	28
crews	1
cricket	1
crime	6
criminals	1
crimson	1
crippled	1
crisis	2
cristo	1
cristobal	5
critic	1
critical	3
criticised	1
critics	1
crocus	1
croix	1
crop	5
crops	14
crosbie	1
cross	10
crossed	6
crossing	10
crowd	2
crowded	4
crowding	1
crown	9
crowned	9
crowns	1
cruces	3
crude	2
cruel	7
cruelties	1
cruise	2
cruisers	5
cruising	2
crushed	4
crusher	1
crushing	4
crusoe	1
crusts	1
crux	1
cruz	15
crying	1
crystallisation	1
crystallised	3
crystallises	2
crystals	3
crêche	1
cuadra	3
cuadras	1
cuba	3
cuban	1
cube	1
cubic	3
cudgelled	1
cueca_	1
cuentos	1
cuevas	2
culenar	1
culminated	1
culminating	1
cult	7
cult_	1
cultivable	1
cultivate	1
cultivated	12
cultivating	3
cultivation	24
cultural	2
culture	18
cumberland	4
cumbre	3
cummins	3
cuna	1
cunning	2
cup	1
cups	1
cur	1
curacas	1
curanilahue	4
curative	1
cure	1
curepto	1
cures	1
curicó	7
curing	1
curio	1
curios	1
curious	14
curiously	6
currencies	3
currency	19
current	1
currents	5
curve	4
curved	2
curving	2
custom	9
customary	1
customers	1
customhouse	2
customs	8
cut	14
cuts	2
cutter	3
cutting	1
cuyo	2
cuzco	13
cypress	1
cóndores	1
d	7
da	3
dagger	1
daily	12
daintiest	1
dairy	1
dallas	1
damage	4
damaged	2
damages	4
damming	1
damp	1
dampier	5
dampier_	1
dance	1
danced	2
dancers	1
dancing	2
danger	8
dangerous	3
dangerously	1
dangers	2
dared	2
daring	4
dark	7
darkness	3
darwin	5
darío	3
data	2
date	10
dates	4
dating	4
daughter	1
daughters	1
daunted	1
david	1
davis	3
dawn	4
dawns	1
dawson	1
day	42
daylight	1
days	65
daza	2
dazzling	1
de	151
dead	14
deadening	1
deadly	1
deal	13
dealers	1
dealing	6
dealings	3
deals	2
dealt	1
death	10
deaths	2
debenture	1
debilitated	1
debt	7
debtor	1
debts	3
dec	1
decade	2
decay	4
decaying	1
december	21
decide	1
decided	22
deciduous	1
decimated	1
decision	8
decisive	2
deck	1
declaration	3
declared	18
declares	2
declaring	3
decline	1
declined	3
decoction	1
decoctions	1
decomposed	1
decorated	1
decrease	1
decreased	1
decree	6
decreed	2
decrees	2
deductible	1
deed	1
deeds	2
deep	22
deepened	1
deepest	1
deeply	8
deer	8
defeat	5
defeated	6
defect	3
defective	3
defects	1
defence	10
defences	5
defend	2
defended	5
defenders	1
defending	2
defensive	3
defiance	2
deficit	6
deficits	2
defied	1
defined	1
definite	14
definitely	16
defy	1
degree	10
degrees	8
deities	1
deity	1
del	52
delay	1
delayed	9
delays	2
delegate	2
delegates	4
delegations	1
deletions	1
deliberate	2
deliberately	1
delicacy	1
delicate	5
delicious	1
delightful	6
delirious	1
deliveries	2
deluge	1
deluges	1
delver	1
demand	10
demanded	5
demands	11
demarara	1
demeanures	1
demonstrate	1
demonstrated	2
demonstrates	1
demoralise	1
demoralising	1
demurred	1
den	1
denied	4
denominations	2
denote	3
denounce	1
dense	1
densely	1
density	1
denton	1
denudation	2
denuded	1
deny	1
depart	1
departed	1
department	8
departments	2
departure	5
depend	3
dependence	5
dependent	7
depending	1
depends	4
depicting	1
depleted	1
depopulated	1
depopulation	1
deportations	1
deported	3
deposed	4
deposit	11
deposited	4
deposition	1
deposits	41
depot	1
depreciated	1
depreciation	4
depreciatory	1
depressed	3
depression	5
deprived	4
depth	2
deputed	1
deputies	2
deputy	3
depôts	1
derby	1
derelict	1
derivative	4
derive	1
derived	7
derives	1
deriving	1
derogatively	1
desaguadero	1
descend	1
descendant	1
descendants	5
descended	1
descending	1
descends	3
descent	2
described	2
describing	1
description	2
descriptions	2
descriptive	1
desert	50
desert_	1
deserted	8
deserters	1
desertion	3
deserts	12
deserving	1
design	4
designated	1
designed	1
desirable	2
desire	6
desired	2
desiring	2
desirous	1
desolate	2
desolation	2
despatch	1
despatched	2
despatches	1
desperate	2
desperately	1
despised	2
despite	14
destination	1
destined	6
destroy	5
destroyed	10
destroyers	5
destroying	1
destruction	5
destructive	1
desultorily	1
detach	1
detail	2
detailed	3
detailing	1
details	3
detective	1
detectives	1
detention	1
determination	7
determine	2
determined	7
deterrent	1
detested	1
detritus	2
devastated	1
develop	1
developed	18
developers	1
developing	13
development	37
developments	2
develops	1
devon	1
devonshire	1
devoted	13
devotedly	1
devotes	1
devout	2
dew	1
dewy	1
dexterity	1
diablo	1
dialect	1
diameter	2
diamonds	1
diary	1
diaz	1
dictated	1
dictation	1
dictator	1
dictum	1
did	49
didn	1
died	19
diego	13
diet	1
diezmos	1
differ	1
differed	2
difference	1
differences	2
different	21
differentiated	1
differing	1
difficult	14
difficulties	19
difficulty	10
digital	1
dignified	1
dignitaries	2
dignities	1
dignity	1
diminish	1
diminished	6
diminishing	5
diminution	1
dimmed	1
dining	1
dinner	1
dios	1
dip	1
diplomatic	3
diplomats	1
dipped	1
direct	15
directed	7
direction	6
directions	3
directly	6
director	6
directorates	1
directorship	1
directory	1
directs	1
disabilities	1
disability	1
disadvantages	1
disaffected	1
disaffection	1
disagreement	1
disappear	3
disappearance	1
disappeared	8
disappearing	2
disapproving	1
disaster	1
disastrous	3
disastrously	1
disavowed	2
disavowing	1
discharge	1
discharged	1
discharges	1
discipline	1
disciplined	1
disciplining	1
disclaim	1
disclaimer	3
disclaimers	1
discontent	1
discontented	1
discontinue	1
discontinued	2
discord	1
discouraged	2
discouraging	2
discover	8
discovered	19
discoverers	1
discoveries	4
discovery	13
discreetly	1
discretion	2
discs	1
discuss	1
discussed	2
discussion	2
discussions	8
disease	4
disembarcation	1
disembark	1
disembarked	1
disguise	1
disgust	1
dish	4
disheartened	1
disheartening	1
dishes	1
disintegrating	1
disk	1
dislike	2
dislocation	1
disloyalty	1
disorder	1
disorders	1
disorganisation	1
disorganization	1
dispel	1
dispelled	1
dispersed	1
displace	1
displaces	1
display	7
displayed	5
displaying	7
displays	4
disposed	5
disposition	3
disproportionate	1
disputants	1
dispute	4
disputed	3
disputes	3
disruption	1
dissatisfaction	2
dissensions	1
dissipated	1
dissolution	2
dissolved	3
dissolves	1
dissolving	2
distance	16
distances	4
distant	6
distiller	1
distinct	3
distinction	2
distinguishable	1
distinguished	16
distinguishes	1
distinguishing	1
distorted	1
distorting	1
distribute	6
distributed	11
distributing	7
distribution	11
distributor	3
district	5
districts	11
disturbance	1
disturbances	2
disturbed	3
disturbing	1
divergence	2
divergences	2
divergent	1
diversified	1
divert	1
diverted	2
diverting	1
diverts	1
divi	2
divided	5
dividing	2
division	4
divisions	4
divorce	1
do	47
dobe	1
doblón	1
docile	1
dock	3
dockowners	1
docks	1
doctored	1
doctors	1
doctrines	1
document	1
documented	1
documentos	1
documents	2
doe	1
does	23
dogge	1
dogged	1
dogs	6
doing	6
doings	1
dollars	1
domain	2
domestic	11
domesticated	1
domicile	2
domiciled	2
dominance	1
dominant	3
domination	2
domingo	6
dominion	1
dominions	2
domo_	1
don	25
donate	5
donation	1
donations	15
done	16
donors	1
donoso	1
doomed	3
door	4
doors	2
dot	2
dotted	1
double	5
doubled	2
doubling	1
doubt	15
doubted	2
doubtful	3
doubtless	2
doubts	2
doughty	1
dove	1
dover	1
dowered	1
down	54
downe	1
downloading	1
downtrodden	1
doyle	1
dozen	4
dr	19
draft	1
drafted	1
drain	2
drainage	1
drained	2
draining	1
drains	1
drake	34
drama	1
dramatist	1
drank	1
draped	1
draper	1
draperies	1
drastic	1
draw	1
drawing	5
drawn	12
draws	2
dread	1
dreaded	2
dreadnought	2
dreadnoughts	1
dream	1
dreaming	2
dreamy	1
dredged	1
dredging	2
drenched	2
dress	2
dressed	2
dresses	1
dressing	2
drew	2
dried	15
drift	1
drifted	1
driftwood	2
drink	8
drinks	1
driven	15
driving	3
drop	4
dropped	3
drops	1
drought	2
drove	2
droves	1
drowned	1
drowning	1
drug	1
drugging	1
drunkard	1
dry	21
drying	3
dublé	3
ducats	2
due	31
dues	9
dulcinea	3
dumas	1
dumping	2
dumps	2
dunes	1
dungeons	1
duplicated	1
dupont	2
dura	1
durango	1
during	124
durst	1
dust	6
dusty	1
dutch	11
dutchman	3
duties	6
duty	6
dwell	2
dweller	2
dwellers	2
dwelling	4
dwellings	9
dwelt	1
dwindled	1
dwindling	3
dye	2
dyed	1
dying	2
dynamite	1
débutant	1
días	1
e	27
each	58
eager	2
eagerly	6
ear	3
earliest	5
early	53
earned	7
earner	1
earners	1
earnings	1
earrings	1
ears	5
earth	6
earthquake	7
earthquakes	5
ease	2
easier	3
easily	5
east	26
easter	26
easterly	2
eastern	21
eastward	6
eastwards	3
easy	8
eat	5
eatables	1
eaten	7
eating	4
ebook	13
ebooks	7
ecclesiastical	2
echegaray	1
echeverria	1
echoed	2
eclipse	1
economic	21
economical	1
economically	4
economics	1
ecuador	11
ecuadorian	2
edelmira	1
edge	28
edged	4
edges	2
edible	2
edict	4
edicts	2
edited	1
edition	1
editions	4
editor	1
educated	4
education	4
educational	2
edward	3
edwards	7
effect	24
effected	2
effective	2
effectively	1
effects	7
efficacy	1
efficient	4
effort	8
efforts	25
effrontery	2
egg	7
eggs	3
egidio	1
egypt	1
eight	19
eighteen	17
eighteenth	5
eighty	8
ein	1
eitel	1
either	12
ejercito	1
el	36
elaborate	1
elaborated	1
elbows	1
elder	3
eldest	1
elect	3
elected	3
electing	1
election	1
elections	1
electoral	1
electric	17
electrica	1
electrical	2
electrically	2
electricians	1
electricidad	3
electricity	1
electrification	1
electrified	2
electrifying	1
electrolytic	3
electronic	27
electronically	2
elects	1
element	3
elementary	1
elements	2
elephant	1
eleven	7
elizabeth	8
elliott	2
elongated	1
eloquent	2
elqui	4
else	1
elswick	4
elucidated	1
elusive	1
elvira	2
emaciated	1
email	2
emanating	2
emancipated	2
emancipation	1
embankments	1
embargo	1
embark	3
embarkation	2
embarked	4
embarking	2
embarrassed	2
embarrassing	1
embedded	1
emblem	1
embodies	1
emboldened	1
embrace	1
embracing	1
embroidered	1
embryo	5
emerald	4
emerge	1
emerged	1
emerging	2
emilio	1
eminently	1
emissaries	1
emotion	1
emphasised	6
emphasized	1
emphatic	1
emphatically	1
empire	5
empirical	1
employ	1
employed	11
employee	1
employees	1
employer	2
employers	4
employing	6
employment	9
employments	1
employs	4
employé	2
employés	11
empty	1
en	5
enable	1
enabled	1
enacted	1
encalada	1
encalada_	1
enchanting	3
enchantingly	1
encinas	1
enclosed	4
enclosing	1
enclosure	1
encounter	5
encountered	10
encountering	3
encourage	2
encouraged	7
encouragement	3
encourages	1
encouraging	4
encyclopedists	1
end	57
ended	4
ending	4
endless	6
endowed	3
ends	1
endurance	3
endure	1
endured	3
endures	1
enduring	3
enemies	3
enemy	6
energetic	9
energetically	3
energies	1
energy	8
enforced	3
enforcement	1
enforcing	1
enfranchised	1
engaged	8
engendered	2
engine	2
engineer	7
engineering	8
engineers	12
engines	2
england	38
english	49
englishman	2
englishmen	4
engraved	2
enhanced	1
enjoined	1
enjoyed	4
enjoys	1
enlarge	1
enlarged	1
enlargement	1
enlist	1
enlisted	1
enlisting	1
enmity	2
enormous	14
enormously	2
enough	14
enquirer	1
enquiring	1
enrique	3
ensayadas_	1
ensconced	1
enshrouded	1
enslavement	1
ensuing	1
ensuring	2
entails	1
entangled	1
enter	10
entered	18
entering	4
enterprise	11
enterprises	4
enterprising	10
enters	1
enthusiasm	5
enthusiastic	3
enthusiastically	2
entire	1
entirely	6
entity	3
entourage	1
entrance	12
entrances	1
entremedios	1
entrenched	1
entries	1
entry	12
enviable	1
envied	1
environment	3
envoys	3
envy	2
enwraps	1
ephemeral	1
equable	1
equal	12
equalled	1
equally	13
equals	1
equanimity	1
equator	4
equip	4
equipment	20
equipped	18
equity	1
equivalent	3
er	1
era	2
erasme_	1
ercilla	2
erect	3
erected	6
erecting	1
erection	3
ermelinda	1
ernesto	1
errands	1
errazuriz	1
error	1
errors	1
errázuriz	1
escape	4
escaped	7
escapes	3
escaping	1
escobar	6
escolta	1
escort	1
escudo	1
escudos	1
esmaltines	1
españa	1
española	2
especially	9
esperanza	3
esperanza_	1
espinosa	1
espirito	1
esquilache	1
essayist	1
essays	2
essences	1
establish	1
established	15
establishing	1
establishment	14
establishments	5
estate	11
estates	13
estero	1
estevan	2
estimate	2
estimated	9
estramadura	2
estremadura	2
etc	27
eternal	1
ethnographical	1
ethnological	2
ethnologists	1
ethnology	1
eucalyptus	2
eugene_	1
europe	34
european	37
europeans	12
evacuated	1
evaded	1
evading	1
evangelists	1
evasion	1
eve	2
even	41
evening	1
event	4
events	8
eventual	1
eventually	21
ever	9
evergreen	5
every	58
everyone	4
everywhere	1
evidence	10
evident	1
evildoers	1
evolution	1
evolved	5
ex	3
exact	6
exactly	6
exaggerate	1
exaggerated	1
examination	4
examinations	1
examine	2
examined	2
examining	1
example	14
examples	3
exasperated	1
excavated	1
exceed	4
exceeded	3
exceeding	1
exceeds	2
excellent	28
excellently	3
except	14
exception	10
exceptional	2
exceptionally	2
exceptions	2
excess	1
excessive	1
exchange	31
exchanged	8
exchanging	1
excitedly	1
excitements	1
exciting	1
exclaimed	1
exclude	1
excluded	1
exclusion	2
exclusive	1
exclusively	5
excommunicated	1
excommunication	2
excursions	1
excuse	2
excused	1
executed	3
execution	6
exemplification	1
exempt	3
exempts	1
exercise	2
exercised	1
exhausted	11
exhaustion	2
exhibit	1
exhibited	2
exhilarating	2
exhilaration	1
exigencies	2
exile	5
exiled	1
exist	9
existed	7
existence	15
existent	4
existing	9
exists	9
exodus	3
exotic	1
expanses	1
expansion	1
expect	4
expectations	1
expected	6
expedient	1
expedition	46
expedition_	1
expeditions	3
expelled	1
expend	1
expenditure	6
expenditures	1
expense	6
expenses	10
expensive	4
experience	11
experienced	12
experiences	5
experiencing	1
experimental	2
experiments	1
expert	5
experts	1
explained	1
explanation	5
explicit	1
exploit	6
exploitation	4
exploited	2
exploiters	2
exploits	2
exploration	3
explorations	2
explore	2
explored	2
explorer	1
explorers	4
explosive	1
explosives	4
explotadora	1
export	33
exportation	1
exported	15
exporter	1
exporters	2
exporting	11
exports	13
exposed	1
exposure	1
expounded	1
express	1
expressed	2
expression	4
expressions	1
exquisite	6
extant	1
extend	4
extended	11
extending	13
extends	2
extension	14
extensions	4
extensive	7
extensively	2
extent	14
exterior	14
external	3
extinct	2
extinction	2
extinguished	1
extortions	1
extra	1
extracted	3
extraction	5
extractive	1
extractors	1
extraordinarily	8
extraordinary	10
extravagance	1
extravagant	1
extreme	14
extremely	19
extremes	1
extremist	1
extremists	1
extremities	1
eye	9
eyed	1
eyes	13
f	13
fabril	1
face	22
faced	4
faces	8
facile	3
facilities	5
facility	2
facing	5
fact	62
facto_	1
factor	1
factories	19
factory	11
facts	1
faculties	1
faded	1
fading	2
fahrenheit	1
fail	2
failed	4
failing	1
fails	1
failure	3
fain	1
fair	17
fairly	8
fairs	1
faith	6
faithful	3
falkland	2
falklands	3
fall	10
fallen	4
falling	5
falls	6
falmouth	1
false	1
fame	3
famed	2
famen	1
familiar	6
familiarly	1
families	16
family	14
famine	5
famous	31
fanatic	1
fans	1
fantastic	1
fantastically	1
far	66
farce	1
fared	1
farewells	1
farm	23
farmer	12
farmers	11
farmhouse	3
farming	24
farmlands	1
farms	21
farther	29
farthest	1
fashion	2
fashioned	1
fast	12
fastened	1
fat	1
fatally	1
fate	18
fated	3
father	17
fathers	4
fatigue	1
fats	1
fattening	1
favourite	1
fear	4
feared	2
fearing	1
fears	1
feasible	1
feasted	2
feat	7
feathering	1
feathers	2
feature	3
featured	1
features	3
feb	3
febrifuge	1
february	19
fed	7
federación	1
federal	2
federation	1
federico	1
fee	8
feebly	1
feeding	1
feeds	1
feel	1
feeling	20
feels	2
fees	5
feet	56
feldspar	1
felipe	4
fell	12
fellow	3
fellowship	1
felt	9
female	1
feminine	1
fence	1
fenced	3
fences	2
fencing	2
ferdinand	9
fermented	3
fern	2
fernandez	10
fernando	4
ferns	7
fernández	6
fernão	2
ferrocarril	9
ferrocarriles	1
ferruginous	1
fertile	21
fertilised	1
fertiliser	3
fertilisers	2
fertilising	1
fertility	4
fervid	1
festival	1
festivals	1
festive	1
fetch	2
fetid	1
feud	1
feudal	1
feuds	2
feuillée	2
fever	1
feverish	1
feverishly	1
few	92
fewer	2
fibre	1
fiction	6
fidgeted	1
fiduciary	2
field	15
fields	54
fierce	7
fiercely	1
fifteen	20
fifteenth	2
fifth	1
fifths	1
fifty	30
fight	7
fighter	1
fighters	3
fighting	13
fights	1
figs	6
figure	11
figures	26
file	1
files	1
fill	5
filled	11
filling	5
fills	1
filter	1
final	10
finality	1
finally	13
finance	6
financed	2
financial	17
financially	1
financier	1
financing	1
find	21
finding	15
finds	10
fine	60
finely	4
finest	3
finger	2
fingers	1
finish	1
finished	2
fiords	3
fire	10
firearms	2
fires	3
firewood	2
fireworks	2
firing	1
firm	12
firmer	1
firmly	1
firmness	1
firms	21
first	139
fiscal	3
fish	22
fish_	1
fisherfolk	1
fisheries	1
fishermen	1
fishing	5
fit	2
fitness	1
fitted	4
fitzgerald	1
fitzroy	2
five	57
fix	1
fixation	2
fixed	14
fjords	1
flag	9
flags	2
flagship	10
flakes	1
flame	3
flames	1
flaming	2
flare	1
flat	3
flattens	1
flattering	1
flaunted	1
flax	1
fled	7
fleeing	1
fleet	34
flemish	1
flesh	3
flicker	1
flight	1
flinging	1
floating	5
floats	1
flock	3
flocked	1
flocks	2
flood	3
flooded	2
floods	4
floor	5
floors	3
flor	1
floreligio	1
flores	5
florida	1
florinda	1
